participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.player_role,player.player_id_in_role,player.matching_group_id,player.price1_offer,player.price2_offer,player.price_choice,player.action_chosen,player.price_paid,player.interaction,player.cq_q1,player.cq_q2,player.cq_q3,player.cq_q4,player.player_b_type,player.revenue,player.round_payoff,player.total_payoff_points,player.total_payoff_euros,player.participation_fee,player.total_payment,player.partner_price1,player.partner_price2,player.partner_interaction,player.partner_action,player.partner_price_paid,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,7i15bv57,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,2,yi2ntbv4,,,,,1
2,tj6d7rea,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,2,yi2ntbv4,,,,,1
3,set238gu,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,2,yi2ntbv4,,,,,1
4,jlwmrbum,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,2,yi2ntbv4,,,,,1
5,1h49w6dv,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,2,yi2ntbv4,,,,,1
6,te0xlt89,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,2,yi2ntbv4,,,,,1
7,pfj31wxd,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,2,yi2ntbv4,,,,,1
8,9p6auc39,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,2,yi2ntbv4,,,,,1
9,l2xptvik,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,2,yi2ntbv4,,,,,1
10,ejjv3emn,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,2,yi2ntbv4,,,,,1
11,howanetb,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,2,yi2ntbv4,,,,,1
12,2qcn7lg2,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,2,yi2ntbv4,,,,,1
13,7h888f0f,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,2,yi2ntbv4,,,,,1
14,6i9x94lh,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,2,yi2ntbv4,,,,,1
15,0z4884q6,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,2,yi2ntbv4,,,,,1
16,p57eezjz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,2,yi2ntbv4,,,,,1
1,7i15bv57,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,3,yi2ntbv4,,,,,1
2,tj6d7rea,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,3,yi2ntbv4,,,,,1
3,set238gu,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,3,yi2ntbv4,,,,,1
4,jlwmrbum,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,3,yi2ntbv4,,,,,1
5,1h49w6dv,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,3,yi2ntbv4,,,,,1
6,te0xlt89,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,3,yi2ntbv4,,,,,1
7,pfj31wxd,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,3,yi2ntbv4,,,,,1
8,9p6auc39,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,3,yi2ntbv4,,,,,1
9,l2xptvik,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,3,yi2ntbv4,,,,,1
10,ejjv3emn,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,3,yi2ntbv4,,,,,1
11,howanetb,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,3,yi2ntbv4,,,,,1
12,2qcn7lg2,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,3,yi2ntbv4,,,,,1
13,7h888f0f,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,3,yi2ntbv4,,,,,1
14,6i9x94lh,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,3,yi2ntbv4,,,,,1
15,0z4884q6,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,3,yi2ntbv4,,,,,1
16,p57eezjz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,3,yi2ntbv4,,,,,1
1,7i15bv57,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,4,yi2ntbv4,,,,,1
2,tj6d7rea,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,4,yi2ntbv4,,,,,1
3,set238gu,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,4,yi2ntbv4,,,,,1
4,jlwmrbum,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,4,yi2ntbv4,,,,,1
5,1h49w6dv,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,4,yi2ntbv4,,,,,1
6,te0xlt89,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,4,yi2ntbv4,,,,,1
7,pfj31wxd,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,4,yi2ntbv4,,,,,1
8,9p6auc39,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,4,yi2ntbv4,,,,,1
9,l2xptvik,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,4,yi2ntbv4,,,,,1
10,ejjv3emn,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,4,yi2ntbv4,,,,,1
11,howanetb,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,4,yi2ntbv4,,,,,1
12,2qcn7lg2,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,4,yi2ntbv4,,,,,1
13,7h888f0f,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,4,yi2ntbv4,,,,,1
14,6i9x94lh,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,4,yi2ntbv4,,,,,1
15,0z4884q6,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,4,yi2ntbv4,,,,,1
16,p57eezjz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,4,yi2ntbv4,,,,,1
1,ldxs15ja,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:15.850183,1,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,1,37csi4qr,,,,,1
2,vbwntz7d,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.323026,1,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,1,37csi4qr,,,,,1
3,vf1lpw5x,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.874426,1,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,1,37csi4qr,,,,,1
4,hgyf10la,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:17.329972,1,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,1,37csi4qr,,,,,1
5,w39iz2n2,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,1,37csi4qr,,,,,1
6,zrn0ja91,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,1,37csi4qr,,,,,1
7,h0t56vwc,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,1,37csi4qr,,,,,1
8,hvsfmv9t,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,1,37csi4qr,,,,,1
9,n78sjeww,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,1,37csi4qr,,,,,1
10,abhty8aw,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,1,37csi4qr,,,,,1
11,tqzwf3ue,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,1,37csi4qr,,,,,1
12,p7clbnrr,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,1,37csi4qr,,,,,1
13,f0kp38gz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,1,37csi4qr,,,,,1
14,nfqmdhke,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,1,37csi4qr,,,,,1
15,q17qwblm,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,1,37csi4qr,,,,,1
16,agzttm0m,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,1,37csi4qr,,,,,1
1,ldxs15ja,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:15.850183,1,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,2,37csi4qr,,,,,1
2,vbwntz7d,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.323026,1,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,2,37csi4qr,,,,,1
3,vf1lpw5x,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.874426,1,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,2,37csi4qr,,,,,1
4,hgyf10la,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:17.329972,1,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,2,37csi4qr,,,,,1
5,w39iz2n2,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,2,37csi4qr,,,,,1
6,zrn0ja91,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,2,37csi4qr,,,,,1
7,h0t56vwc,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,2,37csi4qr,,,,,1
8,hvsfmv9t,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,2,37csi4qr,,,,,1
9,n78sjeww,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,2,37csi4qr,,,,,1
10,abhty8aw,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,2,37csi4qr,,,,,1
11,tqzwf3ue,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,2,37csi4qr,,,,,1
12,p7clbnrr,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,2,37csi4qr,,,,,1
13,f0kp38gz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,2,37csi4qr,,,,,1
14,nfqmdhke,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,2,37csi4qr,,,,,1
15,q17qwblm,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,2,37csi4qr,,,,,1
16,agzttm0m,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,2,37csi4qr,,,,,1
1,ldxs15ja,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:15.850183,1,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,3,37csi4qr,,,,,1
2,vbwntz7d,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.323026,1,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,3,37csi4qr,,,,,1
3,vf1lpw5x,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.874426,1,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,3,37csi4qr,,,,,1
4,hgyf10la,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:17.329972,1,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,3,37csi4qr,,,,,1
5,w39iz2n2,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,3,37csi4qr,,,,,1
6,zrn0ja91,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,3,37csi4qr,,,,,1
7,h0t56vwc,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,3,37csi4qr,,,,,1
8,hvsfmv9t,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,3,37csi4qr,,,,,1
9,n78sjeww,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,3,37csi4qr,,,,,1
10,abhty8aw,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,3,37csi4qr,,,,,1
11,tqzwf3ue,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,3,37csi4qr,,,,,1
12,p7clbnrr,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,3,37csi4qr,,,,,1
13,f0kp38gz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,3,37csi4qr,,,,,1
14,nfqmdhke,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,3,37csi4qr,,,,,1
15,q17qwblm,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,3,37csi4qr,,,,,1
16,agzttm0m,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,3,37csi4qr,,,,,1
1,ldxs15ja,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:15.850183,1,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,4,37csi4qr,,,,,1
2,vbwntz7d,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.323026,1,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,4,37csi4qr,,,,,1
3,vf1lpw5x,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:16.874426,1,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,4,37csi4qr,,,,,1
4,hgyf10la,,0,1,68,credencegoodsBJS,Welcome,2025-11-17 09:33:17.329972,1,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,4,37csi4qr,,,,,1
5,w39iz2n2,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,4,37csi4qr,,,,,1
6,zrn0ja91,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,4,37csi4qr,,,,,1
7,h0t56vwc,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,4,37csi4qr,,,,,1
8,hvsfmv9t,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,4,37csi4qr,,,,,1
9,n78sjeww,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,4,37csi4qr,,,,,1
10,abhty8aw,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,4,37csi4qr,,,,,1
11,tqzwf3ue,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,4,37csi4qr,,,,,1
12,p7clbnrr,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,4,37csi4qr,,,,,1
13,f0kp38gz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8,4,37csi4qr,,,,,1
14,nfqmdhke,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5,4,37csi4qr,,,,,1
15,q17qwblm,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,6,4,37csi4qr,,,,,1
16,agzttm0m,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,7,4,37csi4qr,,,,,1
1,tdmqyd4p,,0,0,68,,,,0,,,0.0,1,,0.0,A,A1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,1,bown5hd4,,,,,1
2,jd8uqgns,,0,0,68,,,,0,,,0.0,1,,0.0,A,A2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,1,bown5hd4,,,,,1
3,sicfdm45,,0,0,68,,,,0,,,0.0,1,,0.0,A,A3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,1,bown5hd4,,,,,1
4,4xz60i8c,,0,0,68,,,,0,,,0.0,1,,0.0,A,A4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,1,bown5hd4,,,,,1
5,v881jwer,,0,0,68,,,,0,,,0.0,2,,0.0,B,B1,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,1,1,bown5hd4,,,,,1
6,cec57ane,,0,0,68,,,,0,,,0.0,2,,0.0,B,B2,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,3,1,bown5hd4,,,,,1
7,w0lwm2lz,,0,0,68,,,,0,,,0.0,2,,0.0,B,B3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,2,1,bown5hd4,,,,,1
8,1ngm7207,,0,0,68,,,,0,,,0.0,2,,0.0,B,B4,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4,1,bown5hd4,,,,,1
